st_similarities,mean_generation_duration,mean_generation_n_tokens,bleu_score,bertscore_precision,bertscore_recall,bertscore_f1
0.9217865,1.6044241313513514,202.8054054054054,0.03516121817985007,0.7572325374629046,0.7763975330301234,0.7654382096754538
