st_similarities,mean_generation_duration,mean_generation_n_tokens,bleu_score,bertscore_precision,bertscore_recall,bertscore_f1
0.9066196,2.181169461081081,122.70270270270271,0.01691569167168544,0.7808726375167434,0.7505342383642455,0.7637633748956629
